Date,Price,Open,High,Low,Vol.,Change %,Volume,Change_pct,Ticker
2026-03-30,2055.2,2064.0,2082.4,2046.2,2.48M,-0.93%,2480000.0,-0.93,HLL
2026-04-01,2064.7,2119.9,2119.9,2052.0,2.03M,0.46%,2029999.9999999998,0.46,HLL
2026-04-02,2065.3,2055.0,2069.9,2022.5,1.43M,0.03%,1430000.0,0.03,HLL
2026-04-06,2084.8,2065.3,2092.8,2041.9,1.66M,0.94%,1660000.0,0.94,HLL
2026-04-07,2110.6,2064.7,2119.5,2050.8,2.71M,1.24%,2710000.0,1.24,HLL
2026-04-08,2145.6,2130.0,2192.8,2130.0,3.79M,1.66%,3790000.0,1.66,HLL
2026-04-09,2133.2,2145.5,2162.9,2115.0,2.51M,-0.58%,2510000.0,-0.58,HLL
2026-04-10,2155.3,2133.2,2170.0,2121.4,2.14M,1.04%,2140000.0,1.04,HLL
2026-04-13,2127.2,2131.0,2140.7,2113.5,1.99M,-1.30%,1990000.0,-1.3,HLL
2026-04-15,2157.6,2140.9,2168.0,2140.9,1.55M,1.43%,1550000.0,1.43,HLL
2026-04-16,2139.1,2158.0,2163.7,2129.1,1.85M,-0.86%,1850000.0,-0.86,HLL
2026-04-17,2240.8,2142.0,2245.0,2133.0,4.88M,4.75%,4880000.0,4.75,HLL
2026-04-20,2231.5,2240.8,2253.4,2223.2,1.46M,-0.42%,1460000.0,-0.42,HLL
2026-04-21,2310.7,2238.7,2335.7,2227.2,3.22M,3.55%,3220000.0,3.55,HLL
2026-04-22,2368.8,2310.4,2408.0,2310.4,5.56M,2.51%,5560000.0,2.51,HLL
2026-04-23,2366.4,2336.0,2400.0,2336.0,2.06M,-0.10%,2060000.0,-0.1,HLL
2026-04-24,2327.3,2388.6,2388.6,2299.0,1.68M,-1.65%,1680000.0,-1.65,HLL
2026-04-27,2328.3,2334.9,2362.8,2325.0,1.10M,0.04%,1100000.0,0.04,HLL
2026-04-28,2289.5,2321.0,2334.4,2281.1,1.63M,-1.67%,1630000.0,-1.67,HLL
2026-04-29,2317.1,2305.0,2349.6,2291.0,1.78M,1.21%,1780000.0,1.21,HLL
2026-03-30,2358.9,2375.1,2398.0,2346.2,6.80M,-1.29%,6800000.0,-1.29,TCS
2026-04-01,2408.2,2429.0,2472.0,2397.9,4.13M,2.09%,4130000.0,2.09,TCS
2026-04-02,2450.7,2386.0,2469.9,2375.7,5.38M,1.76%,5380000.0,1.76,TCS
2026-04-06,2473.9,2474.0,2482.0,2448.2,2.57M,0.95%,2570000.0,0.95,TCS
2026-04-07,2539.8,2461.0,2543.9,2448.0,4.52M,2.66%,4520000.0,2.66,TCS
2026-04-08,2559.2,2572.0,2580.3,2540.1,4.77M,0.76%,4770000.0,0.76,TCS
2026-04-09,2589.0,2554.0,2605.0,2531.1,5.63M,1.16%,5630000.0,1.16,TCS
2026-04-10,2524.3,2565.8,2565.8,2501.1,10.48M,-2.50%,10480000.0,-2.5,TCS
2026-04-13,2472.6,2489.9,2504.9,2470.0,3.74M,-2.05%,3740000.0,-2.05,TCS
2026-04-15,2554.9,2501.9,2559.0,2493.4,5.26M,3.33%,5260000.0,3.33,TCS
2026-04-16,2576.9,2572.0,2594.0,2558.0,3.91M,0.86%,3910000.0,0.86,TCS
2026-04-17,2581.5,2570.0,2589.0,2555.9,2.72M,0.18%,2720000.0,0.18,TCS
2026-04-20,2579.6,2587.1,2594.0,2561.2,2.29M,-0.07%,2290000.0,-0.07,TCS
2026-04-21,2610.5,2560.0,2614.0,2560.0,2.72M,1.20%,2720000.0,1.2,TCS
2026-04-22,2538.5,2580.0,2580.0,2503.6,5.23M,-2.76%,5230000.0,-2.76,TCS
2026-04-23,2521.8,2529.0,2559.5,2516.3,2.51M,-0.66%,2510000.0,-0.66,TCS
2026-04-24,2396.9,2488.0,2505.0,2388.8,5.11M,-4.95%,5110000.0,-4.95,TCS
2026-04-27,2447.6,2396.9,2459.0,2396.9,5.85M,2.12%,5850000.0,2.12,TCS
2026-04-28,2444.7,2444.0,2487.0,2427.4,4.51M,-0.12%,4510000.0,-0.12,TCS
2026-04-29,2465.0,2451.0,2487.5,2447.6,2.84M,0.83%,2840000.0,0.83,TCS
2026-03-30,1343.9,1335.0,1365.0,1334.1,24.39M,-0.31%,24390000.0,-0.31,RELIANCE
2026-04-01,1369.2,1384.2,1384.4,1362.9,14.40M,1.88%,14400000.0,1.88,RELIANCE
2026-04-02,1350.5,1357.0,1358.2,1328.0,21.28M,-1.37%,21280000.0,-1.37,RELIANCE
2026-04-06,1304.7,1359.0,1359.0,1290.0,29.27M,-3.39%,29270000.0,-3.39,RELIANCE
2026-04-07,1304.6,1295.0,1308.3,1291.0,28.39M,-0.01%,28390000.0,-0.01,RELIANCE
2026-04-08,1347.8,1349.0,1350.6,1326.2,21.82M,3.31%,21820000.0,3.31,RELIANCE
2026-04-09,1330.0,1346.0,1350.0,1326.3,20.73M,-1.32%,20730000.0,-1.32,RELIANCE
2026-04-10,1350.2,1337.0,1352.3,1331.5,19.36M,1.52%,19360000.0,1.52,RELIANCE
2026-04-13,1315.1,1321.2,1327.6,1310.0,28.75M,-2.60%,28750000.0,-2.6,RELIANCE
2026-04-15,1344.1,1337.0,1347.0,1334.2,15.31M,2.21%,15310000.0,2.21,RELIANCE
2026-04-16,1343.3,1352.0,1353.8,1330.0,30.21M,-0.06%,30210000.0,-0.06,RELIANCE
2026-04-17,1365.0,1340.0,1368.4,1340.0,13.87M,1.62%,13870000.0,1.62,RELIANCE
2026-04-20,1363.3,1363.2,1373.0,1352.8,13.61M,-0.12%,13610000.0,-0.12,RELIANCE
2026-04-21,1353.3,1359.0,1369.8,1350.1,27.29M,-0.73%,27290000.0,-0.73,RELIANCE
2026-04-22,1362.1,1350.3,1366.0,1349.1,9.53M,0.65%,9530000.0,0.65,RELIANCE
2026-04-23,1343.4,1346.0,1355.5,1340.7,16.39M,-1.37%,16390000.0,-1.37,RELIANCE
2026-04-24,1327.8,1340.0,1345.9,1325.0,11.74M,-1.16%,11740000.0,-1.16,RELIANCE
2026-04-27,1365.8,1313.0,1371.6,1311.0,24.67M,2.86%,24670000.0,2.86,RELIANCE
2026-04-28,1388.9,1358.0,1395.2,1357.0,41.03M,1.69%,41030000.0,1.69,RELIANCE
2026-04-29,1430.0,1392.0,1432.1,1392.0,30.54M,2.96%,30540000.0,2.96,RELIANCE
2026-03-30,358.96,361.89,365.36,356.28,44.80M,0.61%,44800000.0,0.61,MSFT
2026-03-31,370.17,364.55,372.9,363.07,45.24M,3.12%,45240000.0,3.12,MSFT
2026-04-01,369.37,373.49,373.99,368.2,29.42M,-0.22%,29420000.0,-0.22,MSFT
2026-04-02,373.46,367.2,373.64,364.15,24.10M,1.11%,24100000.0,1.11,MSFT
2026-04-06,372.88,373.49,373.73,369.5,16.15M,-0.16%,16149999.999999998,-0.16,MSFT
2026-04-07,372.29,370.34,372.45,366.56,21.44M,-0.16%,21440000.0,-0.16,MSFT
2026-04-08,374.33,384.98,385.0,371.41,33.06M,0.55%,33060000.000000004,0.55,MSFT
2026-04-09,373.07,372.5,373.5,367.05,30.44M,-0.34%,30440000.0,-0.34,MSFT
2026-04-10,370.87,372.98,375.64,370.03,28.11M,-0.59%,28110000.0,-0.59,MSFT
2026-04-13,384.37,373.61,384.54,371.02,35.75M,3.64%,35750000.0,3.64,MSFT
2026-04-14,393.11,387.92,394.69,386.52,37.50M,2.27%,37500000.0,2.27,MSFT
2026-04-15,411.22,398.0,414.37,396.73,45.06M,4.61%,45060000.0,4.61,MSFT
2026-04-16,420.26,419.86,420.82,412.14,41.64M,2.20%,41640000.0,2.2,MSFT
2026-04-17,422.79,424.82,431.58,420.69,48.57M,0.60%,48570000.0,0.6,MSFT
2026-04-20,418.07,421.14,423.33,416.3,27.58M,-1.12%,27580000.0,-1.12,MSFT
2026-04-21,424.16,420.24,427.18,417.2,32.05M,1.46%,32049999.999999996,1.46,MSFT
2026-04-22,432.92,426.18,433.7,423.67,29.38M,2.07%,29380000.0,2.07,MSFT
2026-04-23,415.75,419.89,423.66,411.41,38.31M,-3.97%,38310000.0,-3.97,MSFT
2026-04-24,424.62,416.97,424.95,415.8,27.46M,2.13%,27460000.0,2.13,MSFT
2026-04-27,424.82,422.38,427.11,417.07,30.87M,0.05%,30870000.0,0.05,MSFT
2026-04-28,429.25,424.57,429.92,421.9,30.44M,1.04%,30440000.0,1.04,MSFT
2021-07-12,741.65,749.14,749.14,740.16,14.46M,919.92%,14460000.0,919.92,HDBK
2021-07-13,749.06,746.19,751.18,740.21,18.18M,1.00%,18180000.0,1.0,HDBK
2021-07-14,747.71,746.89,751.8,743.7,9.79M,-0.18%,9790000.0,-0.18,HDBK
2021-07-15,758.46,750.63,761.48,747.96,10.44M,1.44%,10440000.0,1.44,HDBK
2021-07-16,759.29,762.08,763.08,757.52,5.17M,0.11%,5170000.0,0.11,HDBK
2021-07-19,733.67,741.65,742.58,731.18,25.11M,-3.37%,25110000.0,-3.37,HDBK
2021-07-20,719.78,719.21,725.2,716.29,24.17M,-1.89%,24170000.0,-1.89,HDBK
2021-07-22,722.55,726.24,732.43,720.71,13.21M,0.38%,13210000.0,0.38,HDBK
2021-07-23,719.58,723.95,726.92,715.87,13.13M,-0.41%,13130000.0,-0.41,HDBK
2021-07-26,715.49,713.23,720.21,712.28,13.17M,-0.57%,13170000.0,-0.57,HDBK
2021-07-27,718.09,716.27,723.15,716.27,22.40M,0.36%,22400000.0,0.36,HDBK
2021-07-28,706.89,715.74,717.56,700.26,20.67M,-1.56%,20670000.0,-1.56,HDBK
2021-07-29,707.36,712.35,713.2,704.9,13.70M,0.07%,13700000.0,0.07,HDBK
2021-07-30,711.45,707.74,714.1,702.23,11.66M,0.58%,11660000.0,0.58,HDBK
2021-08-02,709.56,715.72,715.72,706.37,13.26M,-0.27%,13260000.0,-0.27,HDBK
2021-08-03,715.57,703.25,718.16,703.25,12.03M,0.85%,12030000.0,0.85,HDBK
2021-08-04,730.83,718.71,735.42,718.21,22.05M,2.13%,22050000.0,2.13,HDBK
2021-08-05,740.58,731.73,751.65,726.89,18.82M,1.33%,18820000.0,1.33,HDBK
2021-08-06,744.47,739.93,748.14,735.17,13.34M,0.53%,13340000.0,0.53,HDBK
2021-08-09,750.08,744.15,751.8,736.17,11.00M,0.75%,11000000.0,0.75,HDBK
2021-08-10,751.95,742.65,757.99,742.65,14.84M,0.25%,14840000.0,0.25,HDBK
2021-08-11,745.62,755.57,757.54,743.67,12.59M,-0.84%,12590000.0,-0.84,HDBK
2021-08-12,748.84,746.64,751.93,742.8,8.60M,0.43%,8600000.0,0.43,HDBK
2021-08-13,761.21,748.74,763.6,748.64,16.66M,1.65%,16660000.0,1.65,HDBK
2021-08-16,763.4,761.18,765.6,758.84,6.25M,0.29%,6250000.0,0.29,HDBK
2021-08-17,755.45,756.72,760.11,750.78,8.28M,-1.04%,8279999.999999999,-1.04,HDBK
2021-08-18,754.62,776.42,780.73,752.3,22.99M,-0.11%,22990000.0,-0.11,HDBK
2021-08-20,755.5,741.18,758.01,741.18,13.15M,0.12%,13150000.0,0.12,HDBK
2021-08-23,760.41,763.03,764.67,752.45,10.84M,0.65%,10840000.0,0.65,HDBK
2021-08-24,777.49,763.1,780.31,761.83,18.38M,2.25%,18380000.0,2.25,HDBK
2021-08-25,776.77,774.12,780.46,772.08,7.73M,-0.09%,7730000.0,-0.09,HDBK
2021-08-26,775.47,773.08,783.55,769.81,11.12M,-0.17%,11120000.0,-0.17,HDBK
2021-08-27,772.3,774.07,777.39,770.71,6.38M,-0.41%,6380000.0,-0.41,HDBK
2021-08-30,782.18,775.87,783.05,773.87,9.05M,1.28%,9050000.0,1.28,HDBK
2021-08-31,788.74,779.81,789.71,779.16,12.06M,0.84%,12060000.0,0.84,HDBK
2021-09-01,787.59,785.55,797.02,785.3,12.42M,-0.15%,12420000.0,-0.15,HDBK
2021-09-02,792.53,785.1,794.02,783.68,9.62M,0.63%,9620000.0,0.63,HDBK
2021-09-03,786.07,791.08,797.02,782.2,10.74M,-0.81%,10740000.0,-0.81,HDBK
2021-09-06,780.91,788.01,788.51,779.04,7.88M,-0.66%,7880000.0,-0.66,HDBK
2021-09-07,782.68,779.31,789.04,775.67,7.25M,0.23%,7250000.0,0.23,HDBK
2021-09-08,786.24,784.02,788.29,780.86,6.72M,0.46%,6720000.0,0.46,HDBK
2021-09-09,782.35,785.05,787.76,778.56,8.25M,-0.49%,8250000.0,-0.49,HDBK
2021-09-13,775.84,779.06,790.03,774.9,8.96M,-0.83%,8960000.0,-0.83,HDBK
2021-09-14,772.35,778.06,780.31,771.38,9.76M,-0.45%,9760000.0,-0.45,HDBK
2021-09-15,771.48,765.6,775.47,765.6,14.82M,-0.11%,14820000.0,-0.11,HDBK
2021-09-16,778.04,766.97,780.21,766.24,10.26M,0.85%,10260000.0,0.85,HDBK
2021-09-17,789.11,782.55,792.53,777.67,20.50M,1.42%,20500000.0,1.42,HDBK
2021-09-20,777.99,780.06,788.89,777.07,8.78M,-1.41%,8780000.0,-1.41,HDBK
2021-09-21,774.05,779.06,782.38,762.58,14.77M,-0.51%,14770000.0,-0.51,HDBK
2021-09-22,764.95,772.58,773.15,763.1,10.58M,-1.18%,10580000.0,-1.18,HDBK
2021-09-23,783.05,769.09,784.05,769.09,13.66M,2.37%,13660000.0,2.37,HDBK
2021-09-24,798.79,787.54,801.98,785.55,20.81M,2.01%,20810000.0,2.01,HDBK
2021-09-27,810.53,805.84,815.72,802.0,16.42M,1.47%,16420000.000000002,1.47,HDBK
2021-09-28,805.52,813.97,813.97,789.04,12.77M,-0.62%,12770000.0,-0.62,HDBK
2021-09-29,794.95,796.52,801.31,790.61,16.26M,-1.31%,16260000.000000002,-1.31,HDBK
2021-09-30,795.5,791.03,801.18,789.59,15.98M,0.07%,15980000.0,0.07,HDBK
2021-10-01,789.39,789.54,792.53,780.68,11.13M,-0.77%,11130000.0,-0.77,HDBK
2021-10-04,790.91,792.53,798.69,789.83,7.05M,0.19%,7050000.0,0.19,HDBK
2021-10-05,795.75,794.02,796.77,786.17,10.26M,0.61%,10260000.0,0.61,HDBK
2021-10-06,805.45,796.02,811.41,791.53,18.60M,1.22%,18600000.0,1.22,HDBK
2021-10-07,803.25,811.28,811.83,801.51,11.27M,-0.27%,11270000.0,-0.27,HDBK
2021-10-08,799.34,804.0,808.99,798.09,7.25M,-0.49%,7250000.0,-0.49,HDBK
2021-10-11,814.87,797.96,820.46,797.52,13.08M,1.94%,13080000.0,1.94,HDBK
2021-10-12,812.78,810.48,818.74,810.48,8.18M,-0.26%,8180000.0,-0.26,HDBK
2021-10-13,817.67,816.47,821.95,812.98,6.23M,0.60%,6230000.0,0.6,HDBK
2021-10-14,841.61,816.97,842.9,816.97,14.76M,2.93%,14760000.0,2.93,HDBK
2021-10-18,833.08,850.38,860.36,831.46,28.86M,-1.01%,28860000.0,-1.01,HDBK
2021-10-19,842.25,835.65,844.12,833.43,8.99M,1.10%,8990000.0,1.1,HDBK
2021-10-20,834.85,842.45,847.27,830.16,10.91M,-0.88%,10910000.0,-0.88,HDBK
2021-10-21,836.07,833.83,838.89,828.36,9.74M,0.15%,9740000.0,0.15,HDBK
2021-10-22,838.29,837.96,851.88,833.3,12.18M,0.27%,12180000.0,0.27,HDBK
2021-10-25,826.44,842.9,842.9,804.9,16.43M,-1.41%,16430000.0,-1.41,HDBK
2021-10-26,824.32,822.95,834.85,821.13,12.09M,-0.26%,12090000.0,-0.26,HDBK
2021-10-27,819.36,824.32,830.46,816.62,13.25M,-0.60%,13250000.0,-0.6,HDBK
2021-10-28,794.82,822.95,822.95,791.61,17.80M,-2.99%,17800000.0,-2.99,HDBK
2021-10-29,789.46,793.03,799.01,778.06,12.41M,-0.67%,12410000.0,-0.67,HDBK
2021-11-01,800.66,790.53,803.5,789.81,8.12M,1.42%,8119999.999999999,1.42,HDBK
2021-11-02,801.38,801.01,808.99,798.04,13.24M,0.09%,13240000.0,0.09,HDBK
2021-11-03,788.76,800.56,802.95,785.82,10.21M,-1.57%,10210000.0,-1.57,HDBK
2021-11-04,795.0,795.52,796.94,793.08,1.10M,0.79%,1100000.0,0.79,HDBK
2021-11-08,798.14,794.07,800.36,783.28,18.94M,0.40%,18940000.0,0.4,HDBK
2021-11-09,784.17,795.32,795.32,782.58,12.70M,-1.75%,12700000.0,-1.75,HDBK
2021-11-10,775.69,782.05,782.55,773.08,13.71M,-1.08%,13710000.0,-1.08,HDBK
2021-11-11,772.23,773.1,775.52,765.89,8.00M,-0.45%,8000000.0,-0.45,HDBK
2021-11-12,774.57,773.08,777.59,770.61,14.91M,0.30%,14910000.0,0.3,HDBK
2021-11-15,776.69,779.11,783.97,775.27,9.53M,0.27%,9530000.0,0.27,HDBK
2021-11-16,772.08,775.57,776.67,768.89,8.25M,-0.59%,8250000.0,-0.59,HDBK
2021-11-17,763.5,766.54,770.08,762.35,7.60M,-1.11%,7600000.0,-1.11,HDBK
2021-11-18,767.79,761.13,769.83,760.73,9.15M,0.56%,9150000.0,0.56,HDBK
2021-11-22,755.79,771.08,774.42,747.66,15.26M,-1.56%,15260000.0,-1.56,HDBK
2021-11-23,755.89,749.14,762.0,746.32,11.24M,0.01%,11240000.0,0.01,HDBK
2021-11-24,757.14,760.11,766.27,755.15,30.80M,0.16%,30800000.0,0.16,HDBK
2021-11-25,761.08,755.52,764.75,751.63,10.25M,0.52%,10250000.0,0.52,HDBK
2021-11-26,743.1,748.14,751.48,740.66,18.62M,-2.36%,18620000.0,-2.36,HDBK
2021-11-29,748.76,745.54,751.95,729.19,12.99M,0.76%,12990000.0,0.76,HDBK
2021-11-30,744.92,745.64,762.6,741.43,25.22M,-0.51%,25220000.0,-0.51,HDBK
2021-12-01,750.46,745.64,751.65,742.7,8.68M,0.74%,8680000.0,0.74,HDBK
2021-12-02,760.98,750.38,762.5,748.14,11.20M,1.40%,11200000.0,1.4,HDBK
2021-12-03,754.9,761.01,766.07,751.65,8.12M,-0.80%,8119999.999999999,-0.8,HDBK
2021-12-06,750.03,754.62,757.52,746.82,7.03M,-0.64%,7030000.0,-0.64,HDBK
2021-12-07,760.96,755.1,764.1,753.08,12.43M,1.46%,12430000.0,1.46,HDBK
2021-12-08,774.97,766.09,775.6,765.1,15.30M,1.84%,15300000.0,1.84,HDBK
2021-12-09,761.53,770.68,775.42,759.11,11.75M,-1.73%,11750000.0,-1.73,HDBK
2021-12-10,759.39,760.56,762.1,752.35,7.78M,-0.28%,7780000.0,-0.28,HDBK
2021-12-13,753.7,761.11,766.92,751.73,10.32M,-0.75%,10320000.0,-0.75,HDBK
2021-12-14,749.36,749.39,756.12,746.67,9.19M,-0.58%,9190000.0,-0.58,HDBK
2021-12-15,748.14,749.63,759.78,745.97,10.12M,-0.16%,10120000.0,-0.16,HDBK
2021-12-16,748.19,754.52,756.62,745.15,13.21M,0.01%,13210000.0,0.01,HDBK
2021-12-17,734.7,746.64,751.13,732.03,14.99M,-1.80%,14990000.0,-1.8,HDBK
2021-12-20,711.06,724.2,727.19,705.3,21.16M,-3.22%,21160000.0,-3.22,HDBK
2021-12-21,719.11,717.96,723.57,713.23,9.12M,1.13%,9120000.0,1.13,HDBK
2021-12-22,720.81,724.35,726.19,716.07,8.58M,0.24%,8580000.0,0.24,HDBK
2021-12-23,720.26,724.82,727.09,716.64,9.78M,-0.08%,9780000.0,-0.08,HDBK
2021-12-24,717.66,720.96,724.2,712.23,5.56M,-0.36%,5560000.0,-0.36,HDBK
2021-12-27,723.6,712.68,725.2,709.31,4.71M,0.83%,4710000.0,0.83,HDBK
2021-12-28,728.59,728.54,731.63,724.9,5.45M,0.69%,5450000.0,0.69,HDBK
2021-12-29,725.12,726.22,728.69,721.9,7.67M,-0.48%,7670000.0,-0.48,HDBK
2021-12-30,728.94,727.44,731.6,720.71,7.22M,0.53%,7220000.0,0.53,HDBK
2021-12-31,737.86,728.94,740.56,728.94,6.33M,1.22%,6330000.0,1.22,HDBK
2022-01-03,757.94,740.66,759.61,738.41,9.07M,2.72%,9070000.0,2.72,HDBK
2022-01-04,762.38,758.11,764.55,752.03,8.86M,0.59%,8860000.0,0.59,HDBK
2022-01-05,780.48,766.49,784.05,762.15,14.33M,2.37%,14330000.0,2.37,HDBK
2022-01-06,767.96,769.59,775.45,763.13,9.63M,-1.60%,9630000.0,-1.6,HDBK
2022-01-07,773.35,770.08,781.43,766.04,11.18M,0.70%,11180000.0,0.7,HDBK
2022-01-10,777.64,777.07,784.05,770.83,8.86M,0.55%,8860000.0,0.55,HDBK
2022-01-11,781.01,778.84,782.4,771.98,8.39M,0.43%,8390000.0,0.43,HDBK
2022-01-12,776.39,782.05,786.37,774.07,21.09M,-0.59%,21090000.0,-0.59,HDBK
2022-01-13,762.1,775.57,775.57,758.31,41.96M,-1.84%,41960000.0,-1.84,HDBK
2022-01-14,770.66,763.1,772.43,757.61,11.21M,1.12%,11210000.0,1.12,HDBK
2022-01-17,758.86,763.1,776.07,757.69,22.99M,-1.53%,22990000.0,-1.53,HDBK
2022-01-18,762.73,764.6,773.53,759.61,12.34M,0.51%,12340000.0,0.51,HDBK
2022-01-19,757.34,765.1,767.96,754.8,14.32M,-0.71%,14320000.0,-0.71,HDBK
2022-01-20,752.63,762.33,762.35,748.19,15.20M,-0.62%,15200000.0,-0.62,HDBK
2022-01-21,758.91,748.14,763.0,740.96,11.54M,0.83%,11540000.0,0.83,HDBK
2022-01-24,741.48,753.1,758.74,731.95,11.87M,-2.30%,11870000.0,-2.3,HDBK
2022-01-25,742.18,727.51,745.64,720.21,13.59M,0.09%,13590000.0,0.09,HDBK
2022-01-27,735.64,723.2,740.66,715.72,28.62M,-0.88%,28620000.0,-0.88,HDBK
2022-01-28,729.81,736.92,741.51,728.19,24.93M,-0.79%,24930000.0,-0.79,HDBK
2022-01-31,741.01,734.55,743.92,731.58,12.84M,1.53%,12840000.0,1.53,HDBK
2022-02-01,746.64,752.38,756.62,734.9,14.74M,0.76%,14740000.0,0.76,HDBK
2022-02-02,763.7,754.1,765.6,750.93,13.97M,2.28%,13970000.0,2.28,HDBK
2022-02-03,755.79,762.48,768.06,752.63,10.56M,-1.04%,10560000.0,-1.04,HDBK
2022-02-04,760.11,762.3,764.52,755.17,11.58M,0.57%,11580000.0,0.57,HDBK
2022-02-07,732.25,754.17,757.61,728.19,12.27M,-3.66%,12270000.0,-3.66,HDBK
2022-02-08,729.11,736.37,737.39,720.48,13.98M,-0.43%,13980000.0,-0.43,HDBK
2022-02-09,746.94,735.17,747.99,731.68,11.31M,2.45%,11310000.0,2.45,HDBK
2022-02-10,760.66,755.12,765.84,748.96,14.31M,1.84%,14310000.0,1.84,HDBK
