Date,Price,Open,High,Low,Vol.,Change %,Volume,Change_pct,Ticker
2024-06-21,830.81,834.35,834.35,819.54,51.63M,-0.22%,51630000.0,-0.22,HDBK
2024-06-24,834.12,821.46,835.47,820.83,28.54M,0.40%,28540000.0,0.4,HDBK
2024-06-25,853.55,833.48,856.34,833.48,74.52M,2.33%,74520000.0,2.33,HDBK
2024-06-26,848.64,851.86,853.33,843.45,47.60M,-0.58%,47600000.0,-0.58,HDBK
2024-06-27,845.97,845.95,854.37,841.21,55.07M,-0.31%,55070000.0,-0.31,HDBK
2024-06-28,839.81,846.69,851.18,837.42,26.48M,-0.73%,26480000.0,-0.73,HDBK
2024-07-01,850.48,837.92,851.53,837.92,21.19M,1.27%,21190000.0,1.27,HDBK
2024-07-02,863.15,855.37,865.3,849.26,45.92M,1.49%,45920000.0,1.49,HDBK
2024-07-03,882.13,893.28,894.77,880.14,123.22M,2.20%,123220000.0,2.2,HDBK
2024-07-04,861.43,877.69,877.69,860.28,45.85M,-2.35%,45850000.0,-2.35,HDBK
2024-07-05,822.0,840.41,840.41,819.06,82.24M,-4.58%,82240000.0,-4.58,HDBK
2024-07-08,815.65,820.61,825.42,811.56,39.09M,-0.77%,39090000.0,-0.77,HDBK
2024-07-09,816.22,810.48,821.31,808.16,48.55M,0.07%,48550000.0,0.07,HDBK
2024-07-10,811.03,812.95,817.96,808.36,45.51M,-0.64%,45510000.0,-0.64,HDBK
2024-07-11,808.94,809.96,810.91,798.51,44.18M,-0.26%,44180000.0,-0.26,HDBK
2024-07-12,809.34,808.99,817.17,803.58,56.05M,0.05%,56050000.0,0.05,HDBK
2024-07-15,809.04,809.74,812.88,805.6,33.38M,-0.04%,33380000.000000004,-0.04,HDBK
2024-07-16,807.86,808.36,811.48,806.39,28.95M,-0.14%,28950000.0,-0.14,HDBK
2024-07-18,805.4,802.0,809.96,797.59,33.72M,-0.31%,33720000.0,-0.31,HDBK
2024-07-19,801.66,805.99,809.49,799.76,26.00M,-0.46%,26000000.0,-0.46,HDBK
2024-07-22,819.24,806.49,823.45,804.32,53.74M,2.19%,53740000.0,2.19,HDBK
2024-07-23,807.19,821.73,821.86,800.51,52.00M,-1.47%,52000000.0,-1.47,HDBK
2024-07-24,800.03,802.08,808.49,792.05,61.73M,-0.89%,61730000.0,-0.89,HDBK
2024-07-25,806.29,794.52,810.48,794.52,25.54M,0.78%,25540000.0,0.78,HDBK
2024-07-26,807.07,800.51,808.86,796.24,43.81M,0.10%,43810000.0,0.1,HDBK
2024-07-29,800.53,805.5,813.9,797.17,51.00M,-0.81%,51000000.0,-0.81,HDBK
2024-07-30,805.77,799.01,815.35,797.52,54.60M,0.65%,54600000.0,0.65,HDBK
2024-07-31,805.87,805.0,811.93,802.6,37.82M,0.01%,37820000.0,0.01,HDBK
2024-08-01,817.37,809.44,822.98,806.97,26.22M,1.43%,26220000.0,1.43,HDBK
2024-08-02,827.52,813.48,833.18,813.48,44.12M,1.24%,44120000.0,1.24,HDBK
2024-08-05,805.87,818.01,820.96,798.51,41.33M,-2.62%,41330000.0,-2.62,HDBK
2024-08-06,798.61,812.98,814.45,794.67,45.12M,-0.90%,45120000.0,-0.9,HDBK
2024-08-07,809.74,806.49,812.98,799.11,42.35M,1.39%,42350000.0,1.39,HDBK
2024-08-08,819.31,809.98,824.6,807.62,33.98M,1.18%,33980000.0,1.18,HDBK
2024-08-09,823.05,823.95,829.21,820.86,26.64M,0.46%,26640000.0,0.46,HDBK
2024-08-12,827.99,823.95,835.9,821.63,39.32M,0.60%,39320000.0,0.6,HDBK
2024-08-13,799.61,811.98,814.17,798.59,54.06M,-3.43%,54060000.0,-3.43,HDBK
2024-08-14,801.9,801.26,804.85,799.61,32.33M,0.29%,32330000.0,0.29,HDBK
2024-08-16,814.02,812.23,815.05,803.5,27.85M,1.51%,27850000.0,1.51,HDBK
2024-08-19,813.75,816.79,816.79,809.83,19.50M,-0.03%,19500000.0,-0.03,HDBK
2024-08-20,816.82,811.71,820.96,811.71,31.13M,0.38%,31130000.0,0.38,HDBK
2024-08-21,810.88,812.03,815.25,806.89,47.63M,-0.73%,47630000.0,-0.73,HDBK
2024-08-22,813.63,813.97,817.12,811.98,21.30M,0.34%,21300000.0,0.34,HDBK
2024-08-23,810.51,814.97,814.97,809.49,20.33M,-0.38%,20330000.0,-0.38,HDBK
2024-08-26,817.94,814.07,821.93,814.07,22.36M,0.92%,22360000.0,0.92,HDBK
2024-08-27,816.84,819.66,821.66,814.07,35.77M,-0.13%,35770000.0,-0.13,HDBK
2024-08-28,816.52,816.84,817.84,813.08,26.92M,-0.04%,26920000.0,-0.04,HDBK
2024-08-29,817.24,818.96,820.16,813.55,49.05M,0.09%,49050000.0,0.09,HDBK
2024-08-30,816.42,825.94,828.94,808.56,445.34M,-0.10%,445340000.0,-0.1,HDBK
2024-09-02,811.46,821.36,821.36,809.59,34.05M,-0.61%,34050000.0,-0.61,HDBK
2024-09-03,816.64,814.97,817.94,810.28,37.28M,0.64%,37280000.0,0.64,HDBK
2024-09-04,818.86,817.47,820.36,813.97,24.68M,0.27%,24680000.0,0.27,HDBK
2024-09-05,820.68,820.96,822.9,818.96,22.88M,0.22%,22880000.0,0.22,HDBK
2024-09-06,816.44,817.12,821.83,815.02,26.03M,-0.52%,26030000.0,-0.52,HDBK
2024-09-09,821.21,816.97,822.2,813.03,23.79M,0.58%,23790000.0,0.58,HDBK
2024-09-10,823.13,824.95,824.95,816.97,26.61M,0.23%,26610000.0,0.23,HDBK
2024-09-11,819.91,823.15,824.2,817.57,22.23M,-0.39%,22230000.0,-0.39,HDBK
2024-09-12,831.23,824.95,832.93,821.48,32.42M,1.38%,32420000.0,1.38,HDBK
2024-09-13,830.91,834.92,834.92,826.47,23.86M,-0.04%,23860000.0,-0.04,HDBK
2024-09-16,833.4,831.43,836.82,829.96,15.17M,0.30%,15170000.0,0.3,HDBK
2024-09-17,832.33,836.92,836.92,830.01,20.13M,-0.13%,20130000.0,-0.13,HDBK
2024-09-18,845.3,833.85,847.34,833.48,40.92M,1.56%,40920000.0,1.56,HDBK
2024-09-19,852.13,847.49,857.37,847.47,30.65M,0.81%,30650000.0,0.81,HDBK
2024-09-20,868.44,856.12,870.31,851.66,60.62M,1.91%,60620000.0,1.91,HDBK
2024-09-23,877.72,872.33,880.98,867.97,26.97M,1.07%,26970000.0,1.07,HDBK
2024-09-24,881.83,880.31,888.61,874.95,33.04M,0.47%,33040000.0,0.47,HDBK
2024-09-25,887.34,877.89,891.78,877.89,31.97M,0.62%,31970000.0,0.62,HDBK
2024-09-26,889.51,884.32,891.78,881.83,31.90M,0.24%,31900000.0,0.24,HDBK
2024-09-27,874.15,886.29,886.89,872.83,35.61M,-1.73%,35610000.0,-1.73,HDBK
2024-09-30,863.88,872.23,873.55,860.06,26.38M,-1.18%,26380000.0,-1.18,HDBK
2024-10-01,860.96,859.86,868.84,857.92,24.57M,-0.34%,24570000.0,-0.34,HDBK
2024-10-03,838.91,855.7,860.93,834.6,48.47M,-2.56%,48470000.0,-2.56,HDBK
2024-10-04,826.77,835.17,843.23,824.45,48.68M,-1.45%,48680000.0,-1.45,HDBK
2024-10-07,806.89,824.05,827.44,804.5,94.46M,-2.40%,94460000.0,-2.4,HDBK
2024-10-08,823.48,812.98,826.34,808.99,29.73M,2.06%,29730000.0,2.06,HDBK
2024-10-09,814.55,822.7,826.32,812.33,41.13M,-1.08%,41130000.0,-1.08,HDBK
2024-10-10,829.14,817.47,830.66,814.22,21.75M,1.79%,21750000.0,1.79,HDBK
2024-10-11,823.45,830.16,830.16,819.59,23.67M,-0.69%,23670000.0,-0.69,HDBK
2024-10-14,841.96,825.97,843.93,824.95,18.53M,2.25%,18530000.0,2.25,HDBK
2024-10-15,839.96,844.9,846.89,835.67,19.65M,-0.24%,19650000.0,-0.24,HDBK
2024-10-16,847.79,837.96,851.86,837.96,20.47M,0.93%,20470000.0,0.93,HDBK
2024-10-17,834.5,845.37,846.72,830.53,14.70M,-1.57%,14700000.0,-1.57,HDBK
2024-10-18,838.84,829.49,843.4,825.0,24.81M,0.52%,24810000.0,0.52,HDBK
2024-10-21,862.2,855.37,871.91,853.4,46.55M,2.79%,46550000.0,2.79,HDBK
2024-10-22,855.15,862.88,867.84,853.23,38.88M,-0.82%,38880000.0,-0.82,HDBK
2024-10-23,865.75,850.41,871.08,850.41,38.04M,1.24%,38040000.0,1.24,HDBK
2024-10-24,872.65,866.89,882.13,866.89,30.83M,0.80%,30830000.0,0.8,HDBK
2024-10-25,869.54,875.32,876.74,862.2,26.13M,-0.36%,26130000.0,-0.36,HDBK
2024-10-28,864.95,868.84,873.33,862.3,22.01M,-0.53%,22010000.0,-0.53,HDBK
2024-10-29,873.75,860.93,879.81,860.41,35.79M,1.02%,35790000.0,1.02,HDBK
2024-10-30,865.15,868.84,875.2,859.96,32.72M,-0.98%,32720000.0,-0.98,HDBK
2024-10-31,865.7,861.86,867.29,857.57,22.90M,0.06%,22900000.0,0.06,HDBK
2024-11-01,866.49,864.35,869.89,860.91,1.76M,0.09%,1760000.0,0.09,HDBK
2024-11-04,854.92,870.33,870.33,853.33,28.09M,-1.34%,28090000.0,-1.34,HDBK
2024-11-05,876.74,849.39,879.16,846.84,44.23M,2.55%,44230000.0,2.55,HDBK
2024-11-06,875.45,883.55,883.55,870.51,27.79M,-0.15%,27790000.0,-0.15,HDBK
2024-11-07,871.11,869.99,878.29,866.84,18.90M,-0.50%,18900000.0,-0.5,HDBK
2024-11-08,875.05,873.83,878.71,870.76,19.90M,0.45%,19900000.0,0.45,HDBK
2024-11-11,880.96,875.1,889.19,873.43,24.57M,0.68%,24570000.0,0.68,HDBK
2024-11-12,856.97,883.8,885.3,852.2,31.40M,-2.72%,31400000.0,-2.72,HDBK
2024-11-13,838.59,856.24,862.55,834.42,35.73M,-2.14%,35730000.0,-2.14,HDBK
2024-11-14,844.27,834.47,850.31,833.97,27.15M,0.68%,27150000.0,0.68,HDBK
2024-11-18,850.43,847.89,857.32,845.4,27.08M,0.73%,27080000.0,0.73,HDBK
2024-11-19,868.96,854.87,874.7,849.24,50.98M,2.18%,50980000.0,2.18,HDBK
2024-11-21,868.44,872.53,877.32,864.95,35.72M,-0.06%,35720000.0,-0.06,HDBK
2024-11-22,870.63,869.61,874.97,862.63,24.77M,0.25%,24770000.0,0.25,HDBK
2024-11-25,890.58,890.31,899.54,880.26,427.74M,2.29%,427740000.0,2.29,HDBK
2024-11-26,890.56,902.75,902.75,882.7,30.94M,0.00%,30940000.0,0.0,HDBK
2024-11-27,903.9,892.73,906.42,890.36,32.71M,1.50%,32710000.0,1.5,HDBK
2024-11-28,894.35,907.24,915.77,891.78,35.72M,-1.06%,35720000.0,-1.06,HDBK
2024-11-29,895.8,898.41,900.06,889.24,27.67M,0.16%,27670000.0,0.16,HDBK
2024-12-02,900.11,899.51,901.83,885.3,15.11M,0.48%,15110000.0,0.48,HDBK
2024-12-03,910.88,909.09,916.42,905.8,43.41M,1.20%,43410000.0,1.2,HDBK
2024-12-04,927.74,916.72,930.19,913.3,44.67M,1.85%,44670000.0,1.85,HDBK
2024-12-05,930.56,927.69,937.64,915.32,39.68M,0.30%,39680000.0,0.3,HDBK
2024-12-06,925.62,926.2,929.79,919.71,17.78M,-0.53%,17780000.0,-0.53,HDBK
2024-12-09,932.68,924.52,937.67,922.21,26.95M,0.76%,26950000.0,0.76,HDBK
2024-12-10,931.73,936.52,936.52,926.97,13.33M,-0.10%,13330000.0,-0.1,HDBK
2024-12-11,929.24,928.54,933.63,926.07,14.05M,-0.27%,14050000.0,-0.27,HDBK
2024-12-12,927.32,923.2,932.01,922.06,17.29M,-0.21%,17290000.0,-0.21,HDBK
2024-12-13,933.55,928.94,935.17,912.35,19.01M,0.67%,19010000.0,0.67,HDBK
2024-12-16,930.29,930.24,932.65,925.32,13.11M,-0.35%,13110000.0,-0.35,HDBK
2024-12-17,914.35,925.87,928.86,910.98,21.08M,-1.71%,21080000.0,-1.71,HDBK
2024-12-18,903.1,912.65,915.72,901.33,23.42M,-1.23%,23420000.0,-1.23,HDBK
2024-12-19,894.52,897.57,898.31,887.29,25.38M,-0.95%,25380000.0,-0.95,HDBK
2024-12-20,883.55,888.89,896.54,881.33,25.69M,-1.23%,25690000.0,-1.23,HDBK
2024-12-23,898.26,888.79,900.76,888.44,11.04M,1.67%,11040000.0,1.67,HDBK
2024-12-24,896.82,898.79,902.11,892.55,14.49M,-0.16%,14490000.0,-0.16,HDBK
2024-12-26,893.15,897.04,903.75,888.17,10.48M,-0.41%,10480000.0,-0.41,HDBK
2024-12-27,896.89,895.17,900.73,892.33,7.26M,0.42%,7260000.0,0.42,HDBK
2024-12-30,886.74,893.88,905.25,883.3,22.22M,-1.13%,22220000.0,-1.13,HDBK
2024-12-31,884.22,882.95,888.69,880.61,14.12M,-0.28%,14120000.0,-0.28,HDBK
2025-01-01,889.16,884.52,894.77,878.36,7.31M,0.56%,7310000.0,0.56,HDBK
2025-01-02,894.65,886.34,899.49,884.3,18.56M,0.62%,18560000.0,0.62,HDBK
2025-01-03,872.43,893.28,895.4,870.98,24.43M,-2.48%,24430000.0,-2.48,HDBK
2025-01-06,853.13,867.89,876.42,850.78,18.82M,-2.21%,18820000.0,-2.21,HDBK
2025-01-07,854.57,855.37,858.36,847.89,13.53M,0.17%,13530000.0,0.17,HDBK
2025-01-08,845.05,852.01,853.7,839.59,19.74M,-1.11%,19740000.0,-1.11,HDBK
2025-01-09,831.83,839.98,842.4,826.99,40.42M,-1.56%,40420000.0,-1.56,HDBK
2025-01-10,826.32,833.43,835.37,824.95,17.45M,-0.66%,17450000.0,-0.66,HDBK
2025-01-13,813.4,817.96,821.33,810.13,21.67M,-1.56%,21670000.0,-1.56,HDBK
2025-01-14,821.26,817.91,826.04,816.47,26.66M,0.97%,26660000.0,0.97,HDBK
2025-01-15,819.49,826.19,829.29,816.12,14.02M,-0.22%,14020000.0,-0.22,HDBK
2025-01-16,823.97,824.37,828.21,819.39,21.21M,0.55%,21210000.0,0.55,HDBK
2025-01-17,816.34,819.71,823.2,812.23,23.11M,-0.93%,23110000.0,-0.93,HDBK
2025-01-20,823.58,810.98,828.41,810.98,17.56M,0.89%,17560000.0,0.89,HDBK
2025-01-21,819.16,827.07,828.46,814.5,31.16M,-0.54%,31160000.0,-0.54,HDBK
2025-01-22,830.96,819.16,833.88,810.71,30.62M,1.44%,30620000.0,1.44,HDBK
2025-01-23,830.38,841.41,841.41,823.58,34.91M,-0.07%,34910000.0,-0.07,HDBK
2025-01-24,822.85,827.94,833.08,820.21,24.24M,-0.91%,24240000.0,-0.91,HDBK
2025-01-27,812.88,818.51,819.76,810.98,22.80M,-1.21%,22800000.0,-1.21,HDBK
2025-01-28,833.13,821.46,840.06,821.46,30.18M,2.49%,30180000.0,2.49,HDBK
2025-01-29,836.57,835.42,838.49,832.35,12.62M,0.41%,12620000.0,0.41,HDBK
2025-01-30,843.65,838.41,846.84,834.2,25.74M,0.85%,25740000.0,0.85,HDBK
2025-01-31,847.27,841.53,850.23,839.89,15.82M,0.43%,15820000.0,0.43,HDBK
2025-02-01,843.38,846.64,854.37,835.95,5.59M,-0.46%,5590000.0,-0.46,HDBK
2025-02-03,836.92,832.93,841.31,829.66,20.28M,-0.77%,20280000.0,-0.77,HDBK
2025-02-04,858.31,842.25,860.76,837.94,28.62M,2.56%,28620000.0,2.56,HDBK
2025-02-05,866.74,864.35,869.94,857.32,23.68M,0.98%,23680000.0,0.98,HDBK
2025-02-06,869.76,865.6,872.33,859.86,26.76M,0.35%,26760000.0,0.35,HDBK
2025-02-07,864.22,872.83,881.31,860.36,23.51M,-0.64%,23510000.0,-0.64,HDBK
2025-02-10,855.75,856.52,859.59,852.13,17.20M,-0.98%,17200000.0,-0.98,HDBK
2025-02-11,848.59,849.39,853.38,842.25,22.72M,-0.84%,22720000.0,-0.84,HDBK
2025-02-12,851.28,844.4,853.88,838.51,22.81M,0.32%,22810000.0,0.32,HDBK
2025-02-13,846.74,847.39,855.0,844.67,12.60M,-0.53%,12600000.0,-0.53,HDBK
2025-02-14,845.32,848.84,848.84,837.92,19.96M,-0.17%,19960000.0,-0.17,HDBK
2025-02-17,856.54,840.51,857.87,838.54,12.94M,1.33%,12940000.0,1.33,HDBK
2025-02-18,859.39,854.4,863.63,850.96,16.35M,0.33%,16350000.000000002,0.33,HDBK
2025-02-19,861.46,856.37,866.79,854.1,11.88M,0.24%,11880000.0,0.24,HDBK
2025-02-20,841.46,853.38,855.22,840.56,26.39M,-2.32%,26390000.0,-2.32,HDBK
2025-02-21,844.15,838.36,845.37,836.54,15.68M,0.32%,15680000.0,0.32,HDBK
2025-02-24,836.47,838.46,840.01,828.49,20.69M,-0.91%,20690000.0,-0.91,HDBK
2025-02-25,839.09,833.48,841.91,833.48,24.14M,0.31%,24140000.0,0.31,HDBK
2025-02-27,848.24,839.19,853.25,839.19,35.79M,1.09%,35790000.0,1.09,HDBK
2025-02-28,864.05,840.41,866.47,840.41,54.52M,1.86%,54520000.0,1.86,HDBK
2025-03-03,848.66,867.74,869.36,844.95,21.21M,-1.78%,21210000.0,-1.78,HDBK
2025-03-04,852.88,846.89,855.02,844.52,19.92M,0.50%,19920000.0,0.5,HDBK
2025-03-05,842.9,848.86,853.28,842.03,21.58M,-1.17%,21580000.0,-1.17,HDBK
2025-03-06,843.5,841.41,847.84,834.05,32.97M,0.07%,32970000.0,0.07,HDBK
2025-03-07,842.53,838.91,848.46,836.72,13.37M,-0.12%,13370000.0,-0.12,HDBK
2025-03-10,841.66,842.4,847.84,839.44,15.60M,-0.10%,15600000.0,-0.1,HDBK
2025-03-11,840.66,839.11,844.9,832.95,19.90M,-0.12%,19900000.0,-0.12,HDBK
2025-03-12,853.45,843.68,857.12,843.68,18.78M,1.52%,18780000.0,1.52,HDBK
2025-03-13,851.18,855.9,858.26,847.92,15.74M,-0.27%,15740000.0,-0.27,HDBK
2025-03-17,853.08,850.38,859.86,850.38,18.95M,0.22%,18950000.0,0.22,HDBK
2025-03-18,863.95,861.86,866.54,855.4,21.91M,1.27%,21910000.0,1.27,HDBK
2025-03-19,869.89,865.35,873.33,863.95,15.22M,0.69%,15220000.0,0.69,HDBK
2025-03-20,882.18,874.82,884.8,872.48,17.83M,1.41%,17830000.0,1.41,HDBK
2025-03-21,882.98,875.6,884.85,875.6,33.51M,0.09%,33509999.999999996,0.09,HDBK
2025-03-24,897.77,887.29,899.96,884.62,17.39M,1.67%,17390000.0,1.67,HDBK
2025-03-25,908.46,900.21,919.56,898.51,39.10M,1.19%,39100000.0,1.19,HDBK
2025-03-26,901.03,910.24,911.48,898.76,24.48M,-0.82%,24480000.0,-0.82,HDBK
2025-03-27,910.41,897.77,918.22,896.82,41.66M,1.04%,41660000.0,1.04,HDBK
2025-03-28,911.83,912.23,915.72,900.68,28.77M,0.16%,28770000.0,0.16,HDBK
2025-04-01,881.73,898.76,902.7,880.48,28.51M,-3.30%,28510000.0,-3.3,HDBK
2025-04-02,896.22,883.15,897.37,883.15,11.57M,1.64%,11570000.0,1.64,HDBK
2025-04-03,895.2,888.34,899.76,886.29,11.25M,-0.11%,11250000.0,-0.11,HDBK
2025-04-04,906.39,904.25,918.69,903.3,33.54M,1.25%,33540000.0,1.25,HDBK
2025-04-07,876.67,879.21,887.72,866.94,38.00M,-3.28%,38000000.0,-3.28,HDBK
2025-04-08,882.38,880.31,888.79,872.98,35.56M,0.65%,35560000.0,0.65,HDBK
2025-04-09,880.31,880.31,885.3,874.57,22.45M,-0.23%,22450000.0,-0.23,HDBK
2025-04-11,901.13,885.17,907.44,885.17,32.78M,2.37%,32780000.0,2.37,HDBK
2025-04-15,930.14,930.19,936.07,925.2,49.30M,3.22%,49300000.0,3.22,HDBK
2025-04-16,936.67,939.56,939.56,927.94,19.14M,0.70%,19140000.0,0.7,HDBK
2025-04-17,950.98,938.66,957.47,936.02,35.70M,1.53%,35700000.0,1.53,HDBK
2025-04-21,961.16,959.61,972.93,952.63,34.25M,1.07%,34250000.0,1.07,HDBK
2025-04-22,978.42,965.1,982.85,965.1,45.96M,1.80%,45960000.0,1.8,HDBK
2025-04-23,959.56,986.99,986.99,957.87,30.57M,-1.93%,30570000.0,-1.93,HDBK
2025-04-24,956.02,952.63,959.56,950.19,25.93M,-0.37%,25930000.0,-0.37,HDBK
2025-04-25,953.23,960.01,964.1,943.55,18.50M,-0.29%,18500000.0,-0.29,HDBK
2025-04-28,957.72,953.23,962.46,951.83,13.92M,0.47%,13920000.0,0.47,HDBK
2025-04-29,952.03,957.02,962.01,947.74,18.92M,-0.59%,18920000.0,-0.59,HDBK
2025-04-30,960.11,954.13,966.05,952.78,31.94M,0.85%,31940000.0,0.85,HDBK
2025-05-02,960.11,962.51,968.54,957.62,22.81M,0.00%,22810000.0,0.0,HDBK
2025-05-05,966.0,967.09,973.58,963.75,15.07M,0.61%,15070000.0,0.61,HDBK
2025-05-06,963.45,962.6,967.64,959.76,17.49M,-0.26%,17490000.0,-0.26,HDBK
2025-05-07,970.39,964.6,971.93,958.81,21.42M,0.72%,21420000.0,0.72,HDBK
2025-05-08,961.86,974.97,974.97,957.17,34.80M,-0.88%,34800000.0,-0.88,HDBK
2025-05-09,942.5,952.68,957.12,941.06,17.19M,-2.01%,17190000.0,-2.01,HDBK
2025-05-12,976.17,956.42,977.52,953.78,18.62M,3.57%,18620000.0,3.57,HDBK
2025-05-13,958.91,972.58,978.42,957.62,24.24M,-1.77%,24240000.0,-1.77,HDBK
2025-05-14,952.93,958.66,962.7,949.14,15.45M,-0.62%,15450000.0,-0.62,HDBK
2025-05-15,964.5,954.38,969.99,946.15,32.24M,1.21%,32240000.000000004,1.21,HDBK
2025-05-16,964.95,964.5,969.49,961.81,15.87M,0.05%,15870000.0,0.05,HDBK
2025-05-19,966.94,966.1,970.09,963.1,10.20M,0.21%,10200000.0,0.21,HDBK
2025-05-20,955.07,961.66,964.9,954.13,23.88M,-1.23%,23880000.0,-1.23,HDBK
2025-05-21,961.01,961.11,971.03,958.17,15.13M,0.62%,15130000.0,0.62,HDBK
