Date,Price,Open,High,Low,Vol.,Change %,Volume,Change_pct,Ticker
2025-05-22,957.57,955.22,959.71,950.24,21.31M,-0.36%,21310000.0,-0.36,HDBK
2025-05-23,964.4,957.67,966.1,954.87,9.57M,0.71%,9570000.0,0.71,HDBK
2025-05-26,967.69,965.1,972.53,961.06,10.80M,0.34%,10800000.0,0.34,HDBK
2025-05-27,960.76,963.4,971.58,955.77,26.16M,-0.72%,26160000.0,-0.72,HDBK
2025-05-28,959.36,957.72,964.85,956.47,18.16M,-0.15%,18160000.0,-0.15,HDBK
2025-05-29,961.36,961.61,967.99,951.28,28.92M,0.21%,28920000.0,0.21,HDBK
2025-05-30,970.04,963.55,971.98,960.31,28.75M,0.90%,28750000.0,0.9,HDBK
2025-06-02,963.65,962.65,965.6,951.63,14.67M,-0.66%,14670000.0,-0.66,HDBK
2025-06-03,959.91,966.59,973.58,957.62,24.38M,-0.39%,24380000.0,-0.39,HDBK
2025-06-04,968.19,958.12,969.24,958.07,12.96M,0.86%,12960000.0,0.86,HDBK
2025-06-05,972.38,971.58,977.02,967.69,22.26M,0.43%,22260000.0,0.43,HDBK
2025-06-06,986.89,969.59,995.67,968.94,30.13M,1.49%,30130000.0,1.49,HDBK
2025-06-09,986.99,995.02,995.02,985.5,13.20M,0.01%,13200000.0,0.01,HDBK
2025-06-10,980.21,988.94,988.94,978.12,15.53M,-0.69%,15530000.0,-0.69,HDBK
2025-06-11,972.78,981.36,981.36,971.08,11.10M,-0.76%,11100000.0,-0.76,HDBK
2025-06-12,969.29,972.58,978.07,965.25,16.35M,-0.36%,16350000.000000002,-0.36,HDBK
2025-06-13,956.42,957.62,964.1,954.13,12.12M,-1.33%,12120000.0,-1.33,HDBK
2025-06-16,965.3,959.61,967.04,957.67,16.51M,0.93%,16510000.000000002,0.93,HDBK
2025-06-17,962.41,966.1,968.39,957.17,16.98M,-0.30%,16980000.0,-0.3,HDBK
2025-06-18,964.55,956.12,965.75,956.12,18.43M,0.22%,18430000.0,0.22,HDBK
2025-06-19,965.25,964.55,970.98,960.41,16.88M,0.07%,16880000.0,0.07,HDBK
2025-06-20,979.91,963.4,982.51,963.4,32.90M,1.52%,32900000.0,1.52,HDBK
2025-06-23,971.78,971.78,976.52,968.49,11.74M,-0.83%,11740000.0,-0.83,HDBK
2025-06-24,978.02,980.06,987.04,975.37,22.63M,0.64%,22630000.0,0.64,HDBK
2025-06-25,987.64,980.56,988.54,979.51,18.41M,0.98%,18410000.0,0.98,HDBK
2025-06-26,1008.39,988.24,1011.03,987.54,50.08M,2.10%,50080000.0,2.1,HDBK
2025-06-27,1004.95,1004.0,1007.39,994.23,28.21M,-0.34%,28210000.0,-0.34,HDBK
2025-06-30,998.27,1003.25,1004.4,995.27,13.65M,-0.67%,13650000.0,-0.67,HDBK
2025-07-01,1003.55,1000.01,1005.5,999.51,14.39M,0.53%,14390000.0,0.53,HDBK
2025-07-02,990.54,1007.44,1007.44,986.5,18.88M,-1.30%,18880000.0,-1.3,HDBK
2025-07-03,991.08,994.97,1001.51,989.69,16.86M,0.06%,16860000.0,0.06,HDBK
2025-07-04,992.18,991.08,999.26,987.54,7.86M,0.11%,7860000.0,0.11,HDBK
2025-07-07,991.23,992.03,996.72,989.44,11.35M,-0.10%,11350000.0,-0.1,HDBK
2025-07-08,998.22,986.05,1000.01,986.05,15.22M,0.70%,15220000.0,0.7,HDBK
2025-07-09,1003.1,1001.01,1004.4,996.57,13.86M,0.49%,13860000.0,0.49,HDBK
2025-07-10,1000.61,1005.5,1006.0,997.52,17.03M,-0.25%,17030000.0,-0.25,HDBK
2025-07-11,989.39,996.52,999.91,987.99,12.52M,-1.12%,12520000.0,-1.12,HDBK
2025-07-14,989.04,989.04,991.88,982.85,13.09M,-0.04%,13090000.0,-0.04,HDBK
2025-07-15,995.27,984.05,999.31,984.05,14.50M,0.63%,14500000.0,0.63,HDBK
2025-07-16,995.67,1006.5,1008.84,993.83,17.99M,0.04%,17990000.0,0.04,HDBK
2025-07-17,990.98,999.51,999.91,988.89,22.53M,-0.47%,22530000.0,-0.47,HDBK
2025-07-18,976.27,990.98,996.02,974.08,16.13M,-1.48%,16129999.999999998,-1.48,HDBK
2025-07-21,997.77,986.65,998.52,985.8,22.31M,2.20%,22310000.0,2.2,HDBK
2025-07-22,1001.06,1004.05,1006.5,999.01,14.84M,0.33%,14840000.0,0.33,HDBK
2025-07-23,1009.64,1003.0,1012.38,999.01,13.63M,0.86%,13630000.0,0.86,HDBK
2025-07-24,1004.6,1016.32,1016.32,1001.71,19.11M,-0.50%,19110000.0,-0.5,HDBK
2025-07-25,1002.3,1007.5,1007.5,999.5,9.31M,-0.23%,9310000.0,-0.23,HDBK
2025-07-28,1004.25,1001.5,1010.7,1000.25,12.06M,0.19%,12060000.0,0.19,HDBK
2025-07-29,1010.8,999.95,1013.25,998.15,19.90M,0.65%,19900000.0,0.65,HDBK
2025-07-30,1012.9,1014.0,1016.3,1008.5,15.15M,0.21%,15150000.0,0.21,HDBK
2025-07-31,1009.1,1007.3,1015.7,1004.0,22.18M,-0.38%,22180000.0,-0.38,HDBK
2025-08-01,1006.1,1007.0,1014.15,1004.65,11.32M,-0.30%,11320000.0,-0.3,HDBK
2025-08-04,996.0,1005.05,1009.25,994.05,13.93M,-1.00%,13930000.0,-1.0,HDBK
2025-08-05,988.8,993.25,997.2,982.75,23.98M,-0.72%,23980000.0,-0.72,HDBK
2025-08-06,992.65,985.55,994.0,985.0,14.08M,0.39%,14080000.0,0.39,HDBK
2025-08-07,997.7,990.05,1000.8,988.4,13.08M,0.51%,13080000.0,0.51,HDBK
2025-08-08,986.95,993.55,996.4,985.0,13.90M,-1.08%,13900000.0,-1.08,HDBK
2025-08-11,997.8,987.95,998.8,986.55,9.11M,1.10%,9110000.0,1.1,HDBK
2025-08-12,984.95,995.95,998.0,983.75,12.94M,-1.29%,12940000.0,-1.29,HDBK
2025-08-13,990.15,997.0,997.0,984.55,13.58M,0.53%,13580000.0,0.53,HDBK
2025-08-14,995.55,989.0,998.0,985.6,17.51M,0.55%,17510000.0,0.55,HDBK
2025-08-18,1001.8,1005.0,1013.3,997.8,19.28M,0.63%,19280000.0,0.63,HDBK
2025-08-19,995.55,999.15,1003.05,993.35,12.35M,-0.62%,12350000.0,-0.62,HDBK
2025-08-20,994.1,993.5,996.0,989.5,9.95M,-0.15%,9950000.0,-0.15,HDBK
2025-08-21,995.6,998.75,998.75,991.6,12.44M,0.15%,12440000.0,0.15,HDBK
2025-08-22,982.3,994.95,998.0,978.55,19.83M,-1.34%,19830000.0,-1.34,HDBK
2025-08-25,982.05,980.1,988.7,978.5,17.52M,-0.03%,17520000.0,-0.03,HDBK
2025-08-26,973.4,979.5,985.7,968.0,16.92M,-0.88%,16920000.0,-0.88,HDBK
2025-08-28,957.8,967.0,972.2,955.0,25.44M,-1.60%,25440000.0,-1.6,HDBK
2025-08-29,951.6,954.0,963.3,950.1,14.82M,-0.65%,14820000.0,-0.65,HDBK
2025-09-01,950.6,949.6,957.45,946.35,20.18M,-0.11%,20180000.0,-0.11,HDBK
2025-09-02,944.5,951.0,954.8,944.0,14.20M,-0.64%,14200000.0,-0.64,HDBK
2025-09-03,954.45,945.0,956.3,940.0,16.08M,1.05%,16079999.999999998,1.05,HDBK
2025-09-04,961.25,960.2,965.7,956.25,17.60M,0.71%,17600000.0,0.71,HDBK
2025-09-05,963.4,967.5,967.5,954.05,11.60M,0.22%,11600000.0,0.22,HDBK
2025-09-08,966.0,969.0,973.15,960.45,11.71M,0.27%,11710000.0,0.27,HDBK
2025-09-09,965.15,974.0,974.4,962.7,13.99M,-0.09%,13990000.0,-0.09,HDBK
2025-09-10,965.9,973.9,973.9,961.7,18.09M,0.08%,18090000.0,0.08,HDBK
2025-09-11,967.8,960.3,969.25,959.9,15.11M,0.20%,15110000.0,0.2,HDBK
2025-09-12,967.3,969.9,970.75,962.25,14.36M,-0.05%,14360000.0,-0.05,HDBK
2025-09-15,967.05,969.6,972.35,965.0,14.49M,-0.03%,14490000.0,-0.03,HDBK
2025-09-16,966.85,961.2,969.35,961.2,18.66M,-0.02%,18660000.0,-0.02,HDBK
2025-09-17,966.5,965.15,974.4,964.35,17.36M,-0.04%,17360000.0,-0.04,HDBK
2025-09-18,976.9,973.3,979.65,969.25,17.79M,1.08%,17790000.0,1.08,HDBK
2025-09-19,966.9,974.9,976.7,962.1,31.24M,-1.02%,31240000.0,-1.02,HDBK
2025-09-22,964.2,964.0,971.2,961.95,10.85M,-0.28%,10850000.0,-0.28,HDBK
2025-09-23,957.2,967.0,968.2,955.5,21.02M,-0.73%,21020000.0,-0.73,HDBK
2025-09-24,951.05,952.2,956.45,943.0,15.12M,-0.64%,15120000.0,-0.64,HDBK
2025-09-25,949.85,952.5,958.0,947.4,31.41M,-0.13%,31410000.0,-0.13,HDBK
2025-09-26,945.05,945.1,951.45,941.3,14.87M,-0.51%,14870000.0,-0.51,HDBK
2025-09-29,950.3,946.05,956.8,939.1,32.40M,0.56%,32400000.0,0.56,HDBK
2025-09-30,951.0,958.05,960.0,946.3,28.30M,0.07%,28300000.0,0.07,HDBK
2025-10-01,965.25,952.7,969.6,946.0,25.35M,1.50%,25350000.0,1.5,HDBK
2025-10-03,965.15,952.0,966.75,952.0,26.66M,-0.01%,26660000.0,-0.01,HDBK
2025-10-06,973.45,971.9,977.4,962.0,18.54M,0.86%,18540000.0,0.86,HDBK
2025-10-07,982.5,974.0,989.85,971.0,25.54M,0.93%,25540000.0,0.93,HDBK
2025-10-08,978.7,976.0,985.9,974.55,15.94M,-0.39%,15940000.0,-0.39,HDBK
2025-10-09,977.1,974.5,979.0,970.15,15.37M,-0.16%,15370000.0,-0.16,HDBK
2025-10-10,980.9,979.0,986.2,978.1,13.76M,0.39%,13760000.0,0.39,HDBK
2025-10-13,977.0,974.3,981.0,972.0,18.63M,-0.40%,18630000.0,-0.4,HDBK
2025-10-14,977.15,970.0,980.45,967.0,22.93M,0.02%,22930000.0,0.02,HDBK
2025-10-15,978.25,975.0,984.9,973.35,23.31M,0.11%,23310000.0,0.11,HDBK
2025-10-16,994.35,982.65,996.6,981.5,22.94M,1.65%,22940000.0,1.65,HDBK
2025-10-17,1002.55,993.95,1009.0,986.0,25.21M,0.82%,25210000.0,0.82,HDBK
2025-10-20,1002.95,997.0,1020.0,997.0,22.20M,0.04%,22200000.0,0.04,HDBK
2025-10-21,1007.7,1006.0,1010.0,1004.0,3.47M,0.47%,3470000.0,0.47,HDBK
2025-10-23,1008.8,1016.0,1020.5,1006.0,43.53M,0.11%,43530000.0,0.11,HDBK
2025-10-24,994.75,1011.0,1011.95,991.3,17.71M,-1.39%,17710000.0,-1.39,HDBK
2025-10-27,1002.95,996.5,1009.05,996.2,15.70M,0.82%,15700000.0,0.82,HDBK
2025-10-28,1003.55,997.65,1008.0,995.0,33.90M,0.06%,33900000.0,0.06,HDBK
2025-10-29,1007.85,1004.9,1012.5,1000.0,17.77M,0.43%,17770000.0,0.43,HDBK
2025-10-30,998.15,1000.0,1009.5,997.1,19.96M,-0.96%,19960000.0,-0.96,HDBK
2025-10-31,987.3,994.0,1004.45,981.15,23.22M,-1.09%,23220000.0,-1.09,HDBK
2025-11-03,992.65,985.0,994.55,983.3,16.61M,0.54%,16610000.0,0.54,HDBK
2025-11-04,985.25,987.0,997.0,983.7,20.02M,-0.75%,20020000.0,-0.75,HDBK
2025-11-06,984.65,981.0,991.05,974.0,22.28M,-0.06%,22280000.0,-0.06,HDBK
2025-11-07,982.3,980.0,984.9,974.75,15.00M,-0.24%,15000000.0,-0.24,HDBK
2025-11-10,984.5,982.3,990.95,980.2,15.99M,0.22%,15990000.0,0.22,HDBK
2025-11-11,991.7,983.5,993.5,978.0,10.20M,0.73%,10200000.0,0.73,HDBK
2025-11-12,989.5,998.8,999.0,987.7,13.14M,-0.22%,13140000.0,-0.22,HDBK
2025-11-13,986.65,984.0,990.1,982.6,14.12M,-0.29%,14120000.0,-0.29,HDBK
2025-11-14,989.6,976.05,991.65,976.05,21.39M,0.30%,21390000.0,0.3,HDBK
2025-11-17,996.55,991.25,997.95,985.6,18.40M,0.70%,18400000.0,0.7,HDBK
2025-11-18,992.45,997.65,999.0,990.0,20.00M,-0.41%,20000000.0,-0.41,HDBK
2025-11-19,994.6,990.0,996.55,984.0,19.81M,0.22%,19810000.0,0.22,HDBK
2025-11-20,1008.85,995.3,1011.6,992.45,19.85M,1.43%,19850000.0,1.43,HDBK
2025-11-21,998.05,1003.1,1008.3,996.55,17.50M,-1.07%,17500000.0,-1.07,HDBK
2025-11-24,999.15,1000.0,1011.45,993.6,32.20M,0.11%,32200000.000000004,0.11,HDBK
2025-11-25,989.8,1004.0,1006.1,988.4,24.99M,-0.94%,24990000.0,-0.94,HDBK
2025-11-26,1003.9,981.3,1006.95,981.3,19.49M,1.42%,19490000.0,1.42,HDBK
2025-11-27,1009.5,1002.1,1016.8,1001.0,25.54M,0.56%,25540000.0,0.56,HDBK
2025-11-28,1007.6,1007.0,1012.05,1004.2,15.99M,-0.19%,15990000.0,-0.19,HDBK
2025-12-01,1002.1,1017.5,1017.5,999.3,16.75M,-0.55%,16750000.0,-0.55,HDBK
2025-12-02,989.8,988.0,994.4,985.0,27.32M,-1.23%,27320000.0,-1.23,HDBK
2025-12-03,1000.5,986.0,1002.3,986.0,15.45M,1.08%,15450000.0,1.08,HDBK
2025-12-04,997.2,1000.0,1004.7,993.0,14.53M,-0.33%,14530000.0,-0.33,HDBK
2025-12-05,1003.3,992.0,1008.0,990.2,12.84M,0.61%,12840000.0,0.61,HDBK
2025-12-08,1003.1,1000.0,1006.5,997.5,12.90M,-0.02%,12900000.0,-0.02,HDBK
2025-12-09,997.1,994.9,1002.8,994.0,15.29M,-0.60%,15290000.0,-0.6,HDBK
2025-12-10,989.8,997.5,998.5,985.3,15.32M,-0.73%,15320000.0,-0.73,HDBK
2025-12-11,1000.3,990.0,1002.7,988.5,11.84M,1.06%,11840000.0,1.06,HDBK
2025-12-12,1001.5,1003.0,1004.7,998.2,11.99M,0.12%,11990000.0,0.12,HDBK
2025-12-15,996.1,992.0,1001.8,992.0,9.79M,-0.54%,9790000.0,-0.54,HDBK
2025-12-16,994.3,990.1,998.7,990.1,20.05M,-0.18%,20050000.0,-0.18,HDBK
2025-12-17,984.0,996.0,996.0,980.8,19.08M,-1.04%,19080000.0,-1.04,HDBK
2025-12-18,979.7,973.3,987.4,973.3,14.91M,-0.44%,14910000.0,-0.44,HDBK
2025-12-19,985.5,987.0,988.0,978.7,25.95M,0.59%,25950000.0,0.59,HDBK
2025-12-22,987.7,988.0,992.9,983.9,13.54M,0.22%,13540000.0,0.22,HDBK
2025-12-23,996.6,990.5,998.9,987.7,17.93M,0.90%,17930000.0,0.9,HDBK
2025-12-24,997.2,993.0,999.4,993.0,13.70M,0.06%,13700000.0,0.06,HDBK
2025-12-26,992.1,996.0,997.2,987.7,9.36M,-0.51%,9360000.0,-0.51,HDBK
2025-12-29,991.7,993.1,997.4,987.2,13.55M,-0.04%,13550000.0,-0.04,HDBK
2025-12-30,990.9,990.2,995.0,982.2,33.16M,-0.08%,33159999.999999996,-0.08,HDBK
2025-12-31,991.2,991.0,997.6,987.6,10.96M,0.03%,10960000.0,0.03,HDBK
2026-01-01,991.15,993.5,997.55,989.5,7.13M,-0.01%,7130000.0,-0.01,HDBK
2026-01-02,1001.6,991.15,1003.2,988.8,11.75M,1.05%,11750000.0,1.05,HDBK
2026-01-05,977.5,1005.75,1006.4,976.3,27.65M,-2.41%,27650000.0,-2.41,HDBK
2026-01-06,962.2,962.7,966.7,956.0,31.99M,-1.57%,31990000.0,-1.57,HDBK
2026-01-07,949.05,956.0,956.45,946.0,52.88M,-1.37%,52880000.0,-1.37,HDBK
2026-01-08,946.7,944.7,953.0,941.4,21.93M,-0.25%,21930000.0,-0.25,HDBK
2026-01-09,939.0,945.0,950.6,933.3,38.18M,-0.81%,38180000.0,-0.81,HDBK
2026-01-12,936.95,937.5,942.0,929.6,21.07M,-0.22%,21070000.0,-0.22,HDBK
2026-01-13,937.35,947.7,947.7,932.6,32.04M,0.04%,32040000.0,0.04,HDBK
2026-01-14,925.45,930.0,940.05,920.2,36.69M,-1.27%,36690000.0,-1.27,HDBK
2026-01-16,931.1,922.0,935.95,919.2,37.78M,0.61%,37780000.0,0.61,HDBK
2026-01-19,927.9,935.9,936.15,919.5,38.19M,-0.34%,38190000.0,-0.34,HDBK
2026-01-20,931.2,929.3,934.5,919.6,36.02M,0.36%,36020000.0,0.36,HDBK
2026-01-21,920.35,925.0,932.15,915.5,32.77M,-1.17%,32770000.000000004,-1.17,HDBK
2026-01-22,918.7,928.0,928.3,913.2,44.44M,-0.18%,44440000.0,-0.18,HDBK
2026-01-23,916.1,920.0,926.1,909.25,30.99M,-0.28%,30990000.0,-0.28,HDBK
2026-01-27,926.4,906.0,931.2,905.0,44.75M,1.12%,44750000.0,1.12,HDBK
2026-01-28,932.7,932.5,941.45,928.4,35.35M,0.68%,35350000.0,0.68,HDBK
2026-01-29,935.5,930.1,939.3,924.35,37.18M,0.30%,37180000.0,0.3,HDBK
2026-01-30,929.25,930.0,938.9,927.75,29.69M,-0.67%,29690000.0,-0.67,HDBK
2026-02-01,922.1,932.0,939.65,912.65,9.86M,-0.77%,9860000.0,-0.77,HDBK
2026-02-02,928.1,915.0,929.8,909.3,28.03M,0.65%,28030000.0,0.65,HDBK
2026-02-03,948.7,983.75,994.0,945.0,50.34M,2.22%,50340000.0,2.22,HDBK
2026-02-04,953.1,952.5,957.2,947.95,24.37M,0.46%,24370000.0,0.46,HDBK
2026-02-05,949.7,956.0,956.05,946.7,28.10M,-0.36%,28100000.0,-0.36,HDBK
2026-02-06,941.1,945.0,948.1,937.6,18.12M,-0.91%,18120000.0,-0.91,HDBK
2026-02-09,937.25,945.0,950.0,935.35,23.95M,-0.41%,23950000.0,-0.41,HDBK
2026-02-10,932.4,930.0,940.9,929.95,31.53M,-0.52%,31530000.0,-0.52,HDBK
2026-02-11,927.1,931.25,936.0,925.3,24.87M,-0.57%,24870000.0,-0.57,HDBK
2026-02-12,920.6,927.0,928.6,918.5,33.87M,-0.70%,33870000.0,-0.7,HDBK
2026-02-13,903.9,913.0,928.2,901.0,50.19M,-1.81%,50190000.0,-1.81,HDBK
2026-02-16,925.8,903.9,929.5,902.1,18.81M,2.42%,18810000.0,2.42,HDBK
2026-02-17,925.7,923.0,928.1,918.6,22.60M,-0.01%,22600000.0,-0.01,HDBK
2026-02-18,924.7,923.2,925.5,919.55,12.74M,-0.11%,12740000.0,-0.11,HDBK
2026-02-19,915.6,929.0,929.2,912.45,21.21M,-0.98%,21210000.0,-0.98,HDBK
2026-02-20,911.85,911.0,917.85,908.4,22.65M,-0.41%,22650000.0,-0.41,HDBK
2026-02-23,923.6,916.5,925.65,915.25,23.27M,1.29%,23270000.0,1.29,HDBK
2026-02-24,910.5,927.95,927.95,909.15,31.31M,-1.42%,31310000.0,-1.42,HDBK
2026-02-25,907.6,910.55,916.0,903.1,27.88M,-0.32%,27880000.0,-0.32,HDBK
2026-02-26,898.6,912.0,912.0,895.0,41.17M,-0.99%,41170000.0,-0.99,HDBK
2026-02-27,887.75,898.6,898.95,885.0,34.62M,-1.21%,34620000.0,-1.21,HDBK
2026-03-02,879.4,876.2,887.75,871.55,38.38M,-0.94%,38380000.0,-0.94,HDBK
2026-03-04,868.65,848.0,879.3,848.0,39.86M,-1.22%,39860000.0,-1.22,HDBK
2026-03-05,877.75,873.85,881.4,863.5,31.32M,1.05%,31320000.0,1.05,HDBK
2026-03-06,857.05,868.05,871.7,855.1,34.44M,-2.36%,34440000.0,-2.36,HDBK
2026-03-09,840.7,825.0,842.45,821.5,35.59M,-1.91%,35590000.0,-1.91,HDBK
2026-03-10,849.45,850.05,856.8,840.6,52.87M,1.04%,52870000.0,1.04,HDBK
2026-03-11,833.95,845.0,848.85,827.6,42.26M,-1.82%,42260000.0,-1.82,HDBK
2026-03-12,832.75,820.1,836.4,820.1,46.11M,-0.14%,46110000.0,-0.14,HDBK
2026-03-13,817.0,820.0,823.8,812.0,41.70M,-1.89%,41700000.0,-1.89,HDBK
2026-03-16,840.6,817.0,844.5,815.65,52.18M,2.89%,52180000.0,2.89,HDBK
2026-03-17,845.35,847.7,848.9,835.1,38.83M,0.57%,38830000.0,0.57,HDBK
2026-03-18,843.05,845.35,846.8,831.6,23.51M,-0.27%,23510000.0,-0.27,HDBK
2026-03-19,798.2,770.0,815.65,770.0,171.64M,-5.32%,171640000.0,-5.32,HDBK
2026-03-20,780.45,785.0,793.75,778.2,103.13M,-2.22%,103130000.0,-2.22,HDBK
2026-03-23,744.15,763.15,768.7,741.05,72.34M,-4.65%,72340000.0,-4.65,HDBK
2026-03-24,764.9,755.0,772.75,747.7,61.27M,2.79%,61270000.0,2.79,HDBK
2026-03-25,782.3,768.2,794.8,768.2,59.23M,2.27%,59230000.0,2.27,HDBK
2026-03-27,756.2,773.2,774.9,754.55,65.49M,-3.34%,65489999.99999999,-3.34,HDBK
2026-03-30,731.55,745.2,751.0,726.65,103.50M,-3.26%,103500000.0,-3.26,HDBK
2026-04-01,742.25,743.0,755.9,739.1,78.86M,1.46%,78860000.0,1.46,HDBK
2026-04-02,750.9,730.0,755.0,726.65,49.31M,1.17%,49310000.0,1.17,HDBK
2026-04-06,771.0,759.0,772.75,745.0,42.98M,2.68%,42980000.0,2.68,HDBK
2026-04-07,772.0,766.0,774.0,761.0,51.31M,0.13%,51310000.0,0.13,HDBK
2026-04-08,816.1,800.0,817.8,796.0,70.27M,5.71%,70270000.0,5.71,HDBK
2026-04-09,797.7,815.0,819.0,793.1,48.88M,-2.25%,48880000.0,-2.25,HDBK
2026-04-10,810.3,804.0,812.25,801.0,38.16M,1.58%,38160000.0,1.58,HDBK
2026-04-13,794.7,791.5,798.5,787.35,47.55M,-1.93%,47550000.0,-1.93,HDBK
2026-04-15,809.9,804.95,814.8,804.0,39.77M,1.91%,39770000.0,1.91,HDBK
2026-04-16,795.45,818.0,820.05,792.2,62.86M,-1.78%,62860000.0,-1.78,HDBK
2026-04-17,799.9,790.1,803.95,788.2,37.28M,0.56%,37280000.0,0.56,HDBK
2026-04-20,795.45,797.1,809.95,790.0,52.15M,-0.56%,52150000.0,-0.56,HDBK
2026-04-21,811.75,795.2,814.9,795.2,49.14M,2.05%,49140000.0,2.05,HDBK
2026-04-22,799.9,810.0,813.05,798.0,23.88M,-1.46%,23880000.0,-1.46,HDBK
2026-04-23,784.35,792.0,796.65,782.5,37.68M,-1.94%,37680000.0,-1.94,HDBK
2026-04-24,784.85,777.3,787.6,777.0,27.72M,0.06%,27720000.0,0.06,HDBK
2026-04-27,789.8,787.5,793.0,785.0,18.12M,0.63%,18120000.0,0.63,HDBK
2026-04-28,782.55,785.0,794.5,778.3,35.37M,-0.92%,35370000.0,-0.92,HDBK
2026-04-29,778.4,785.5,789.25,777.5,25.80M,-0.53%,25800000.0,-0.53,HDBK
